pk 	 fp 	 name
3274 	 financial-disclosures/judicial-watch/John R Tunheim Financial Disclosure Report for 2006.pdf 	 xx
3274 	 financial-disclosures/judicial-watch/John R Tunheim Financial Disclosure Report for 2005.pdf 	 xx
1303 	 financial-disclosures/2011/F-M/GuinJr-JF. J3. 11. ALN. Res_R_11.tiff 	 xx
1305 	 financial-disclosures/2011/F-M/GuirolaJr-L. J3. 05. MSS.tiff 	 xx
1291 	 financial-disclosures/2011/F-M/Grimm-PW. M. 04. MD.tiff 	 xx
1292 	 financial-disclosures/2011/F-M/Gritzner-JE J3. 08. IAS.tiff 	 xx
xxx 	 financial-disclosures/2011/F-M/Gropper-AL. B. 02. NYS Res_R_11.tiff 	 Allan L Gropper
8736 	 financial-disclosures/2011/F-M/Gross-K. B. 03. DE_R_11.tiff 	 xx
8894 	 financial-disclosures/2011/F-M/Grossman-RE. B. 02. NYE Res_R_11.tiff 	 xx
1299 	 financial-disclosures/2011/F-M/Gruender-RW. J3. 08.tiff 	 xx
1300 	 financial-disclosures/2011/F-M/Guaderrama-DC M. 05.tiff 	 xx
1302 	 financial-disclosures/2011/F-M/Guilford-AJ. J3. 09. CAC. Res_R_11.tiff 	 xx
948 	 financial-disclosures/judicial-watch/Stanwood R Duval Jr Financial Disclosure Report for 2005.pdf 	 xx
2811 	 financial-disclosures/judicial-watch/Thomas B Russell Financial Disclosure Report for 2006.pdf 	 xx
2811 	 financial-disclosures/judicial-watch/Thomas B Russell Financial Disclosure Report for 2007.pdf 	 xx
721 	 financial-disclosures/judicial-watch/Florence-Marie Cooper Financial Disclosure Report for 2003.pdf 	 xx
1141 	 financial-disclosures/judicial-watch/Fernando J Gaitan Jr Financial Disclosure Report for 2010.pdf 	 xx
721 	 financial-disclosures/judicial-watch/Florence-Marie Cooper Financial Disclosure Report for 2005.pdf 	 xx
721 	 financial-disclosures/judicial-watch/Florence-Marie Cooper Financial Disclosure Report for 2004.pdf 	 xx
721 	 financial-disclosures/judicial-watch/Florence-Marie Cooper Financial Disclosure Report for 2007.pdf 	 xx
721 	 financial-disclosures/judicial-watch/Florence-Marie Cooper Financial Disclosure Report for 2006.pdf 	 xx
246 	 financial-disclosures/judicial-watch/Fortunato P Benavides Financial Disclosure Report for 2003.pdf 	 xx
721 	 financial-disclosures/judicial-watch/Florence-Marie Cooper Financial Disclosure Report for 2008.pdf 	 xx
246 	 financial-disclosures/judicial-watch/Fortunato P Benavides Financial Disclosure Report for 2005.pdf 	 xx
246 	 financial-disclosures/judicial-watch/Fortunato P Benavides Financial Disclosure Report for 2004.pdf 	 xx
1587 	 financial-disclosures/judicial-watch/Sandra Ikuta Financial Disclosure Report for 2007.pdf 	 xx
1587 	 financial-disclosures/judicial-watch/Sandra Ikuta Financial Disclosure Report for 2008.pdf 	 xx
1047 	 financial-disclosures/judicial-watch/Sandra J Feuerstein Financial Disclosure Report for 2006.pdf 	 xx
1047 	 financial-disclosures/judicial-watch/Sandra J Feuerstein Financial Disclosure Report for 2007.pdf 	 xx
1047 	 financial-disclosures/judicial-watch/Sandra J Feuerstein Financial Disclosure Report for 2003.pdf 	 xx
1047 	 financial-disclosures/judicial-watch/Sandra J Feuerstein Financial Disclosure Report for 2005.pdf 	 xx
1525 	 financial-disclosures/judicial-watch/John A Houston Financial Disclosure Report for 2004.pdf 	 xx
1525 	 financial-disclosures/judicial-watch/John A Houston Financial Disclosure Report for 2005.pdf 	 xx
1525 	 financial-disclosures/judicial-watch/John A Houston Financial Disclosure Report for 2006.pdf 	 xx
1525 	 financial-disclosures/judicial-watch/John A Houston Financial Disclosure Report for 2007.pdf 	 xx
1525 	 financial-disclosures/judicial-watch/John A Houston Financial Disclosure Report for 2008.pdf 	 xx
1525 	 financial-disclosures/judicial-watch/John A Houston Financial Disclosure Report for 2009.pdf 	 xx
1525 	 financial-disclosures/judicial-watch/John A Houston Financial Disclosure Report for 2010.pdf 	 xx
1620 	 financial-disclosures/judicial-watch/John A Jarvey Financial Disclosure Report for 2006.pdf 	 xx
1620 	 financial-disclosures/judicial-watch/John A Jarvey Financial Disclosure Report for 2007.pdf 	 xx
1620 	 financial-disclosures/judicial-watch/John A Jarvey Financial Disclosure Report for 2008.pdf 	 xx
1732 	 financial-disclosures/judicial-watch/Robert J Kelleher Financial Disclosure Report for 2004.pdf 	 xx
1732 	 financial-disclosures/judicial-watch/Robert J Kelleher Financial Disclosure Report for 2005.pdf 	 xx
1732 	 financial-disclosures/judicial-watch/Robert J Kelleher Financial Disclosure Report for 2006.pdf 	 xx
1732 	 financial-disclosures/judicial-watch/Robert J Kelleher Financial Disclosure Report for 2007.pdf 	 xx
1732 	 financial-disclosures/judicial-watch/Robert J Kelleher Financial Disclosure Report for 2008.pdf 	 xx
1732 	 financial-disclosures/judicial-watch/Robert J Kelleher Financial Disclosure Report for 2009.pdf 	 xx
1732 	 financial-disclosures/judicial-watch/Robert J Kelleher Financial Disclosure Report for 2010.pdf 	 xx
3074 	 financial-disclosures/judicial-watch/Robert J Staker Financial Disclosure Report for 2003.pdf 	 xx
3074 	 financial-disclosures/judicial-watch/Robert J Staker Financial Disclosure Report for 2004.pdf 	 xx
3233 	 financial-disclosures/judicial-watch/Robert J Timlin Financial Disclosure Report for 2003.pdf 	 xx
xxx 	 financial-disclosures/2016/Pugh-CD. J1. --. TAX_R_16.tiff 	 Cary Douglas Pugh
2636 	 financial-disclosures/2016/Pryor-WH J3. 11--_R_16.tiff 	 xx
524 	 financial-disclosures/judicial-watch/Tena Campbell Financial Disclosure Report for 2010.pdf 	 xx
392 	 financial-disclosures/2014/A-F/Brinkema-LM J3. 04. VAE_R_14.tiff 	 xx
524 	 financial-disclosures/judicial-watch/Tena Campbell Financial Disclosure Report for 2009.pdf 	 xx
393 	 financial-disclosures/2014/A-F/Briones-D J3. 05. TXW_R_14.tiff 	 xx
3566 	 financial-disclosures/judicial-watch/Otis D Wright Financial Disclosure Report for 2007.pdf 	 xx
3018 	 financial-disclosures/judicial-watch/Ortrie D Smith Financial Disclosure Report for 2010.pdf 	 xx
3018 	 financial-disclosures/judicial-watch/Ortrie D Smith Financial Disclosure Report for 2009.pdf 	 xx
3018 	 financial-disclosures/judicial-watch/Ortrie D Smith Financial Disclosure Report for 2008.pdf 	 xx
2990 	 financial-disclosures/judicial-watch/Otto R Skopil Financial Disclosure Report for 2003.pdf 	 xx
3566 	 financial-disclosures/judicial-watch/Otis D Wright Financial Disclosure Report for 2010.pdf 	 xx
3566 	 financial-disclosures/judicial-watch/Otis D Wright Financial Disclosure Report for 2009.pdf 	 xx
3566 	 financial-disclosures/judicial-watch/Otis D Wright Financial Disclosure Report for 2008.pdf 	 xx
2990 	 financial-disclosures/judicial-watch/Otto R Skopil Financial Disclosure Report for 2005.pdf 	 xx
2990 	 financial-disclosures/judicial-watch/Otto R Skopil Financial Disclosure Report for 2004.pdf 	 xx
2762 	 financial-disclosures/judicial-watch/John M Rogers Financial Disclosure Report for 2010.pdf 	 xx
xxx 	 financial-disclosures/2011/R - Z/Zarefsky-R. M. 09. CAC.tiff 	 Ralph Zarefsky
3593 	 financial-disclosures/2011/R - Z/Zapata-FR J3. 09. AZ.tiff 	 xx
524 	 financial-disclosures/judicial-watch/Tena M Campbell Financial Disclosure Report for 2011.pdf 	 xx
xxx 	 financial-disclosures/2011/R - Z/Young-HD. M. 08. ARE_R_11.tiff 	 H David Young
3579 	 financial-disclosures/2011/R - Z/Yohn-WH. J3. 03. PAE.tiff 	 xx
9690 	 financial-disclosures/2011/R - Z/Yock-RJ. J1. CC_R_11.tiff 	 xx
xxx 	 financial-disclosures/2011/R - Z/Yeakel-L. J3. 05. TXW-SIA.tiff 	 Lee Yeakel
3591 	 financial-disclosures/2011/R - Z/Zainey-JC. J3. 05. LAE. res.R_11.tiff 	 xx
3590 	 financial-disclosures/2011/R - Z/Zagel-JB J3. 07 ILN_R_11.tiff 	 xx
3588 	 financial-disclosures/2011/R - Z/Young-WG. J3. 01. MA. Res_R_11.tiff 	 xx
3587 	 financial-disclosures/2011/R - Z/Young-RL. J3. 07. INS.tiff 	 xx
8901 	 financial-disclosures/2011/F-M/Littlefield.Jr-RE. B. 02. NYN.tiff 	 xx
1951 	 financial-disclosures/2011/F-M/Livingston-DA. J3. 02. Res_R_11.tiff 	 xx
1946 	 financial-disclosures/2011/F-M/Lisi-MM.J3.01.RI_R_11.tiff 	 xx
9475 	 financial-disclosures/2011/F-M/Litkovitz-KL. M. 06. OHS.tiff 	 xx
1955 	 financial-disclosures/2011/F-M/Lodge-EJ J3. 09.tiff 	 xx
1957 	 financial-disclosures/2011/F-M/Logan-SP.M.09.AZ_Ini_R_11.tiff 	 xx
1717 	 financial-disclosures/2012/I-M/Kazen-GP. J3. 05. TXS_R_12.tiff 	 xx
8813 	 financial-disclosures/2011/F-M/Lloyd-JA. B. 06. KYW.tiff 	 xx
9279 	 financial-disclosures/2012/I-M/Kay-K. M. 05. LAW    _12.tiff 	 xx
1714 	 financial-disclosures/2012/I-M/Kay-AC. J3. 09. HI resp_12.tiff 	 xx
1958 	 financial-disclosures/2011/F-M/Lohier-RJ. J3. 02. Res_R_11.tiff 	 xx
1713 	 financial-disclosures/2012/I-M/Kavanaugh-BM. J3. DC.    _12.tiff 	 xx
xxx 	 financial-disclosures/2012/I-M/Kaull-JS. M. 04. WVN    _12.tiff 	 John S Kaull
8697 	 financial-disclosures/2012/I-M/Kaufman-VS. B. 09. CAC SPE_R_12.tiff 	 xx
1708 	 financial-disclosures/2012/I-M/Katzmann-RA. J3. 02.    _12.tiff 	 xx
1706 	 financial-disclosures/2012/I-M/Katz-DA. J3. 06. OHN resp_R_12.tiff 	 xx
xxx 	 financial-disclosures/2017/Manglona-RV  J1. 09. MP  SIA_R_17.tiff 	 Ramona V Manglona
3035 	 financial-disclosures/2015/S - Z/Snyder-CA J3. 09. CAC/Snyder-CA J3. 09. CAC_SPE_R_15 #3 pg 81 -120.tiff 	 xx
9310 	 financial-disclosures/2017/Majzoub-MK  M.06.MIE_R_17.tiff 	 xx
3035 	 financial-disclosures/2015/S - Z/Snyder-CA J3. 09. CAC/Snyder-CA J3. 09. CAC_SPE_R_15 #5pg 161- 181.tiff 	 xx
9211 	 financial-disclosures/2017/Mahoney-KKE. M. 08. IAN_R_17.tiff 	 xx
3034 	 financial-disclosures/2015/S - Z/Snow-GM J3. 09. AZ_R_15.tiff 	 xx
2014 	 financial-disclosures/2017/Magnuson-PA. J3. 08. MN _R_17.tiff 	 xx
2013 	 financial-disclosures/2017/Magnus-Stinson-JE. J3. 07. INS. _Resp_R_17.tiff 	 xx
3035 	 financial-disclosures/2015/S - Z/Snyder-CA J3. 09. CAC_SPE_R_15 #1 pg 1 -40.tiff 	 xx
3035 	 financial-disclosures/2015/S - Z/Snyder-CA J3. 09. CAC_SPE_R_15 #2 pg 41 -80.tiff 	 xx
2027 	 financial-disclosures/2017/Manion-DA. J3. 07. -- Resp_R_17.tiff 	 xx
9204 	 financial-disclosures/2017/Manibusan, Jr.-JV. M. 09. GU _R_17.tiff 	 xx
566 	 financial-disclosures/2013/A - G/Castagna-WJ. J3. 11. FLM_Resp_R_13.tiff 	 xx
8827 	 financial-disclosures/2013/A - G/Catliota-TJ. B. 04. MD_R_13.tiff 	 xx
568 	 financial-disclosures/2013/A - G/Castillo-R. J3. 07. ILN_R_13.tiff 	 xx
574 	 financial-disclosures/2013/A - G/Cavanaugh-DM J3. 03. NJ_R_13/Cavanaugh-DM. J3. 03. NJ_R_13_Page_1.tiff 	 xx
9381 	 financial-disclosures/2016/Goodman-LH M.03.NJ _R_16.tiff 	 xx
9562 	 financial-disclosures/2013/H - M/Mitchell-KN. M. 05. TXE_R_13.tiff 	 xx
9487 	 financial-disclosures/2013/H - M/Mitchell-S. M. 10. OK_R_13.tiff 	 xx
2267 	 financial-disclosures/2013/H - M/Minaldi-PH. J3. 05. LAW_R_13.tiff 	 xx
9685 	 financial-disclosures/2013/H - M/Mirando-C. M. 11. FLM_R_13.tiff 	 xx
8703 	 financial-disclosures/2017/Russell-B. B. 09. CAC_Resp_R_17.tiff 	 xx
2806 	 financial-disclosures/2017/Russell-DL. J3. 10. OKW Resp_R_17.tiff 	 xx
533 	 financial-disclosures/judicial-watch/Richard A Caputo Financial Disclosure Report for 2004.pdf 	 xx
533 	 financial-disclosures/judicial-watch/Richard A Caputo Financial Disclosure Report for 2005.pdf 	 xx
6792 	 financial-disclosures/judicial-watch/John G Penn Financial Disclosure Report for 2004.pdf 	 xx
6792 	 financial-disclosures/judicial-watch/John G Penn Financial Disclosure Report for 2003.pdf 	 xx
1807 	 financial-disclosures/judicial-watch/John G Koeltl Financial Disclosure Report for 2010.pdf 	 xx
1807 	 financial-disclosures/judicial-watch/John G Koeltl Financial Disclosure Report for 2009.pdf 	 xx
1807 	 financial-disclosures/judicial-watch/John G Koeltl Financial Disclosure Report for 2008.pdf 	 xx
1807 	 financial-disclosures/judicial-watch/John G Koeltl Financial Disclosure Report for 2007.pdf 	 xx
1807 	 financial-disclosures/judicial-watch/John G Koeltl Financial Disclosure Report for 2006.pdf 	 xx
1807 	 financial-disclosures/judicial-watch/John G Koeltl Financial Disclosure Report for 2005.pdf 	 xx
2067 	 financial-disclosures/judicial-watch/Ricardo S Martinez Financial Disclosure Report for 2008.pdf 	 xx
2067 	 financial-disclosures/judicial-watch/Ricardo S Martinez Financial Disclosure Report for 2009.pdf 	 xx
579 	 financial-disclosures/2012/A-H/Cedarbaum-MG. J3. 02. NYS _SPE_R_12.tiff 	 xx
576 	 financial-disclosures/2012/A-H/Cecchi-CC. M. 03. NJ SPE_R_12.tiff 	 xx
xxx 	 financial-disclosures/2012/A-H/Cavaneau-JW. M. 08. AKE _12.tiff 	 Jerry W Cavaneau
574 	 financial-disclosures/2012/A-H/Cavanaugh-DM. J3. 03. NJ   _12.tiff 	 xx
575 	 financial-disclosures/2012/A-H/Cebull-RF. J3. 09. MT   _12.tiff 	 xx
9363 	 financial-disclosures/2012/A-H/Cayer-DS. M. 04. NC _R_12.tiff 	 xx
568 	 financial-disclosures/2012/A-H/Castillo-R. J3. 07. ILN_R_12.tiff 	 xx
567 	 financial-disclosures/2012/A-H/Castel-PK. J3. 02. NYS   _12.tiff 	 xx
572 	 financial-disclosures/2012/A-H/Cauthron-RJ. J3. 10. OKW resp   _12.tiff 	 xx
8827 	 financial-disclosures/2012/A-H/Catliota-TJ. B. 04. MD_R_12.tiff 	 xx
xxx 	 financial-disclosures/2017/Wheeler-TC. J1. --. CC Resp_R_17.tiff 	 Thomas C Wheeler
3442 	 financial-disclosures/2017/Whelan-TJ. J3. 09. CAS _R_17.tiff 	 xx
xxx 	 financial-disclosures/2017/Wherry Jr-RA. J1. TAX _R_17.tiff 	 Robert Wherry
8684 	 financial-disclosures/2017/Whinery-BM. B. 09. AZ _R_17.tiff 	 xx
xxx 	 financial-disclosures/2017/Whalen-LJ. J1. --. TAX_R_17.tiff 	 Lawrence Whalen
9314 	 financial-disclosures/2017/Whalen-RS. M. 06. MIE _R_17.tiff 	 xx
3437 	 financial-disclosures/2017/Whaley-RH. J3. 09. WAE Resp_R_17.tiff 	 xx
9268 	 financial-disclosures/2017/Whalin-D.M.06.KYW_Fin_R_17.tiff 	 xx
xxx 	 financial-disclosures/2017/Whipple-HD.  J3. 08  _R_17.tiff 	 Dean Whipple
8918 	 financial-disclosures/2017/Whipple-MA  B. 06. OHN  _R_17.tiff 	 xx
2216 	 financial-disclosures/2018/H - M/Mendez-JA. J3. 09. CAE_R_18.tiff 	 xx
2217 	 financial-disclosures/2018/H - M/Mendoza-CE. J3. 11. FLM_R_18.tiff 	 xx
2211 	 financial-disclosures/2018/H - M/Melgren-EF. J3. 10. KS_R_18.tiff 	 xx
2213 	 financial-disclosures/2018/H - M/Melloy-MJ. J3. 08.--_R_18.tiff 	 xx
2229 	 financial-disclosures/2018/H - M/Messitte-PJ. J3. 04. MD _R_18.tiff 	 xx
2235 	 financial-disclosures/2018/H - M/Michelson-LJ. J3. 06. MIE_R_18.tiff 	 xx
2226 	 financial-disclosures/2018/H - M/Merritt-GS. J3. 06. -- _R_18.tiff 	 xx
2227 	 financial-disclosures/2018/H - M/Merryday-SD. J3. 11. FLM_R_18.tiff 	 xx
2240 	 financial-disclosures/2018/H - M/Middlebrooks-DM. J3. 11. FLS_R_18.tiff 	 xx
2241 	 financial-disclosures/2018/H - M/Mihm-MM. J3. 07. ILC_R_18.tiff 	 xx
xxx 	 financial-disclosures/2017/Bush-RE.M.09.ID_R_17/Bush-RE. M. 09. ID_R_17_Page_01.tiff 	 Ronald E Bush
xxx 	 financial-disclosures/2017/Bush-LJ. J1. --. CC _R_17.tiff 	 Lynn J Bush
8558 	 financial-disclosures/2017/Bush-JK  J3. 06.--_SIA_R_17.tiff 	 xx
480 	 financial-disclosures/2017/Bury-DC. J3. 09. AZ_R_17.tiff 	 xx
477 	 financial-disclosures/2017/Burroughs-AD. J3. 01. MA_R_17.tiff 	 xx
8949 	 financial-disclosures/2017/Burris-HE. B. 04. SC_R_17.tiff 	 xx
476 	 financial-disclosures/2017/Burrell, Jr.-GE. J3. 09. CAE_R_17.tiff 	 xx
9033 	 financial-disclosures/2017/Burns-MH. M. 09. AZ __R_17.tiff 	 xx
9102 	 financial-disclosures/2017/Burkhardt-JL. M. 09. CAS_R_17.tiff 	 xx
9464 	 financial-disclosures/2017/Burke-KB. M. 06. OHN _R_17.tiff 	 xx
1922 	 financial-disclosures/2015/I - M/Levy-JD. J3. 01. ME_Resp_R_15.tiff 	 xx
1916 	 financial-disclosures/2015/I - M/Leval-PN. J3. 02. --_Resp_R_15.tiff 	 xx
9324 	 financial-disclosures/2015/I - M/Leung-TN M. 08. MN_R_15.tiff 	 xx
xxx 	 financial-disclosures/2015/I - M/Lettow-CF J1. CC_R_15.tiff 	 Charles F Lettow
1912 	 financial-disclosures/2015/I - M/Leonard-TD. J3. 10. OKW_R_15.tiff 	 xx
9619 	 financial-disclosures/2015/I - M/Leonard-LR. M. 04. VAE_SIA_SPE_R_15.tiff 	 xx
1911 	 financial-disclosures/2015/I - M/Leon-RJ. J3. DC. DC_R_15.tiff 	 xx
9521 	 financial-disclosures/2015/I - M/Lenihan-LP M. 03. PAW_R_15.tiff 	 xx
1909 	 financial-disclosures/2015/I - M/Lenard-JA J3. 11. FLS_R_15.tiff 	 xx
xxx 	 financial-disclosures/2015/I - M/Lemmon-MA. J3. 05. LAE_R_15.tiff 	 Mary Ann Vial Lemmon
3346 	 financial-disclosures/2018/Walker-ME. J3. 11. FLN _R_18.tiff 	 xx
8647 	 financial-disclosures/2018/Walker-LE. J3. 01. ME _R_18.tiff 	 xx
3334 	 financial-disclosures/2018/Waddoups-C. J3. 10. UT_R_18.tiff 	 xx
3331 	 financial-disclosures/2018/Vratil-KH J3. 10. KS_R_18.tiff 	 xx
3325 	 financial-disclosures/2018/Vitaliano-EN. J3. 02. NYE_R_18.tiff 	 xx
3323 	 financial-disclosures/2018/Vinson-CR. J3. 11. FLN _SPE Resp_R_18.tiff 	 xx
3321 	 financial-disclosures/2018/Viken-JL.  J3. 08. SD_SIA_R_18.tiff 	 xx
3316 	 financial-disclosures/2018/Vazquez-MA. J3. 10. NM _R_18.tiff 	 xx
3313 	 financial-disclosures/2018/Varlan-TA. J3. 06. TNE _R_18.tiff 	 xx
3312 	 financial-disclosures/2018/Vance-SS. J3. 05. LAE _R_18.tiff 	 xx
xxx 	 financial-disclosures/2013/A - G/Armstrong-RR M. 11. ALN_Fin_R_13/Armstrong-RR. M. 11. ALN fin_R_13_Page_4.tiff 	 Robert R Armstrong
xxx 	 financial-disclosures/2013/A - G/Armstrong-RR M. 11. ALN_Fin_R_13/Armstrong-RR. M. 11. ALN fin_R_13_Page_3.tiff 	 Robert R Armstrong
xxx 	 financial-disclosures/2013/A - G/Armstrong-RR M. 11. ALN_Fin_R_13/Armstrong-RR. M. 11. ALN fin_R_13_Page_2.tiff 	 Robert R Armstrong
xxx 	 financial-disclosures/2013/A - G/Armstrong-RR M. 11. ALN_Fin_R_13/Armstrong-RR. M. 11. ALN fin_R_13_Page_1.tiff 	 Robert R Armstrong
125 	 financial-disclosures/2013/A - G/Armijo-MC. J3. 10. NM_R_13.tiff 	 xx
xxx 	 financial-disclosures/2013/A - G/Armen-RN J1. TAX_R_13.tiff 	 Robert N. Armen
124 	 financial-disclosures/2013/A - G/Arleo-MC. M. 03. NJ_R_13.tiff 	 xx
123 	 financial-disclosures/2013/A - G/Arguello-CM. J3. 10. CO_R_13.tiff 	 xx
xxx 	 financial-disclosures/2013/A - G/Armstrong-RR M. 11. ALN_Fin_R_13/Armstrong-RR. M. 11. ALN fin_R_13_Page_6.tiff 	 Robert R Armstrong
xxx 	 financial-disclosures/2013/A - G/Armstrong-RR M. 11. ALN_Fin_R_13/Armstrong-RR. M. 11. ALN fin_R_13_Page_5.tiff 	 Robert R Armstrong
1714 	 financial-disclosures/2013/H - M/Kay-A. M. DC. DC_R_13.tiff 	 xx
xxx 	 financial-disclosures/2014/G-L/Grosjean-EP. M. 09. CAE_R_14.tiff 	 Erica P Grosjean
8736 	 financial-disclosures/2014/G-L/Gross-K. B. 03. DE_R_14.tiff 	 xx
1293 	 financial-disclosures/2014/G-L/Groh-GM J3. 04. WVN_R_14.tiff 	 xx
xxx 	 financial-disclosures/2014/G-L/Gropper-AL B. 02. NYS_Fin_R_14.tiff 	 Allan L Gropper
1291 	 financial-disclosures/2014/G-L/Grimm-PW. J3. 04. MD_R_14.tiff 	 xx
1292 	 financial-disclosures/2014/G-L/Gritzner-JE J3. 08. IAS_Resp_R_14.tiff 	 xx
1287 	 financial-disclosures/2014/G-L/Griffin-RA J3. 06_R_14.tiff 	 xx
1288 	 financial-disclosures/2014/G-L/Griffith-TB J3. DC_R_14.tiff 	 xx
1285 	 financial-disclosures/2014/G-L/Griesbach-WC. J3. 07. WIE _R_14.tiff 	 xx
xxx 	 financial-disclosures/2014/G-L/Griffin-JE M. 06. TNM_Resp_R_14.tiff 	 Juliet E Griffin
1959 	 financial-disclosures/judicial-watch/James B Loken Financial Disclosure Report for 2009.pdf 	 xx
1959 	 financial-disclosures/judicial-watch/James B Loken Financial Disclosure Report for 2010.pdf 	 xx
9544 	 financial-disclosures/2011/F-M/Inman_DH. M. 06. TNE Res_Re_11.tiff 	 xx
1595 	 financial-disclosures/2011/F-M/Irenas-JE. J3. 03. NJ.tiff 	 xx
9185 	 financial-disclosures/2011/F-M/Hyles-MS. M. 11. GAM. Res_R_11.tiff 	 xx
8754 	 financial-disclosures/2011/F-M/Hyman-PG. B. 11. FLS Res_R_11.tiff 	 xx
xxx 	 financial-disclosures/2011/F-M/Hutton-JP. M. 09. WAE_R_11.tiff 	 James P Hutton
1582 	 financial-disclosures/2011/F-M/Huvelle-ES. J3. DC. DC.tiff 	 xx
1588 	 financial-disclosures/2011/F-M/Illston-SY J3. 09. CAN_R_11.tiff 	 xx
9260 	 financial-disclosures/2011/F-M/Ingram-HA. M. 06. KYE.tiff 	 xx
xxx 	 financial-disclosures/2011/F-M/IMBROGNO-C. M. 09. WAE.tiff 	 Cynthia Imbrogno
1587 	 financial-disclosures/2011/F-M/Ikuta-SS J3. 09_R_11.tiff 	 xx
2288 	 financial-disclosures/2012/I-M/Moody.Jr-JS. J3. 11. FLM     _12.tiff 	 xx
2291 	 financial-disclosures/2012/I-M/Moon-NK. J3. 04. VAW   _12.tiff 	 xx
3082 	 financial-disclosures/judicial-watch/Walker K Stapleton Financial Disclosure Report for 2003.pdf 	 xx
2260 	 financial-disclosures/judicial-watch/Walker D Miller Financial Disclosure Report for 2009.pdf 	 xx
3082 	 financial-disclosures/judicial-watch/Walker K Stapleton Financial Disclosure Report for 2005.pdf 	 xx
8785 	 financial-disclosures/2012/N-R/Perkins-TL. B. 07. ILC     _12.tiff 	 xx
xxx 	 financial-disclosures/2012/N-R/Perkins-HS.M.03.PAE_SIA_R_12.tiff 	 Henry Perkin
2542 	 financial-disclosures/2012/N-R/Perez-Gimenez-JM. J3. 01. PR_R_12.tiff 	 xx
2540 	 financial-disclosures/2012/N-R/Pepper-P. B. 07. WIE    _12.tiff 	 xx
xxx 	 financial-disclosures/2012/N-R/Peebles - DE. M. 02. NYN    _12.tiff 	 David E Peebles
xxx 	 financial-disclosures/2012/N-R/Peck-JM. B. 02. NYS resp    _12.tiff 	 James M Peck
xxx 	 financial-disclosures/2012/N-R/Peck-AJ.M.02.NYS_Resp_R_12.tiff 	 Andrew J Peck
2525 	 financial-disclosures/2012/N-R/Pechman-MJ. J3. 09. WAW    _12.tiff 	 xx
3285 	 financial-disclosures/judicial-watch/Stefan R Underhill Financial Disclosure Report for 2003.pdf 	 xx
1959 	 financial-disclosures/judicial-watch/James B Loken Financial Disclosure Report for 2005.pdf 	 xx
948 	 financial-disclosures/judicial-watch/Stanwood R Duval Jr Financial Disclosure Report for 2009.pdf 	 xx
948 	 financial-disclosures/judicial-watch/Stanwood R Duval Jr Financial Disclosure Report for 2008.pdf 	 xx
948 	 financial-disclosures/judicial-watch/Stanwood R Duval Jr Financial Disclosure Report for 2007.pdf 	 xx
948 	 financial-disclosures/judicial-watch/Stanwood R Duval Jr Financial Disclosure Report for 2006.pdf 	 xx
xxx 	 financial-disclosures/2012/N-R/Perris-EL. B. 09. OR_R_12.tiff 	 Elizabeth L Perris
xxx 	 financial-disclosures/2012/N-R/Perlman-B. B. 06. OHS    _12.tiff 	 Burton Perlman
2278 	 financial-disclosures/2012/I-M/Molloy-DW. J3. 09. MT    _12.tiff 	 xx
3082 	 financial-disclosures/judicial-watch/Walker K Stapleton Financial Disclosure Report for 2009.pdf 	 xx
2279 	 financial-disclosures/2012/I-M/Mollway-SO. J3. 09. HI_R_12.tiff 	 xx
3082 	 financial-disclosures/judicial-watch/Walker K Stapleton Financial Disclosure Report for 2008.pdf 	 xx
9398 	 financial-disclosures/2012/I-M/Molzen-KB. M. 10. NM     _12.tiff 	 xx
1676 	 financial-disclosures/2011/F-M/Jonker-RJ J3. 06 MIW.tiff 	 xx
1679 	 financial-disclosures/2011/F-M/Jordan-KA J3. 03.tiff 	 xx
1678 	 financial-disclosures/2011/F-M/Jordan-DP. J3. 05. MSS_R_11.tiff 	 xx
2286 	 financial-disclosures/2012/I-M/Moody-JM. J3. 08. AKE_R_12.tiff 	 xx
2287 	 financial-disclosures/2012/I-M/Moody-JT. J3. 07. INN_R_12.tiff 	 xx
2899 	 financial-disclosures/2013/N - S/Seeborg-R. J3. 09. CAN_R_13.tiff 	 xx
9065 	 financial-disclosures/2013/N - S/Segal-SH. M. 09. CAC_R_13.tiff 	 xx
xxx 	 financial-disclosures/2013/N - S/Sebelius-KG. M. 10. KS_R_13.tiff 	 K Gary Sebelius
2898 	 financial-disclosures/2013/N - S/Sedwick-JW. J3. 09. AK_R_13.tiff 	 xx
2893 	 financial-disclosures/2013/N - S/Seabright-JM _R_13.tiff 	 xx
2897 	 financial-disclosures/2013/N - S/Seay-FH. J3. 10. OKE_R_13.tiff 	 xx
2891 	 financial-disclosures/2013/N - S/Scriven-MS. J3. 11. FLM_R_13.tiff 	 xx
2892 	 financial-disclosures/2013/N - S/Scullin.Jr-FJ. J3. 02. NYN_R_13.tiff 	 xx
xxx 	 financial-disclosures/2013/N - S/Scoville-JG. M. 06. MIW Fin_R_13.tiff 	 Joseph G Scoville
xxx 	 financial-disclosures/2013/N - S/Scoville-JG. M. 06. MIW _R_13.tiff 	 Joseph G Scoville
2065 	 financial-disclosures/2011/F-M/Martinez-JE.J3.11.FLS_R_11/Martinez-JE.J3.11.FLS_R_11_Page_7.tiff 	 xx
