sha|court
0545b52917a52a5258a2d672c7a7be9629eb378c|ca9
fdfb6c1fb1c99a54ba5ed7cc37994603182905bf|ca2
00acb6649d089feee4cfdbdcdc22a1880483f199|ca5
865ebbfa8790e010de5d426d7380f7e8dcdad864|ca5
0164d7270980fecba5c391f1fc0bccf886429e30|ca5
c5402af223f25debbf8dcff657e27f87fbbefb1a|ca5
8c155fbbbd5d933b716503b8d8df9fc8b1c4dbad|ca5
95cff06494fa3ae3e41fa91b0725d26e8576425d|ca5
6782d478dde4406cfa8474ac433e944202a53b83|ca5
6ad16bd31bd315ba28495643686713c837d8e463|ca5
991533e36c7f3ea39442d6cec0d727f6babbf605|ca5
7499ba96825155db1913a44a0a2de703db2501e5|ca5
4d41f71eaa6cd63799131d1c8b589f8c9baa24a8|ca5
f79f57962b574b5d96295479994179f69d84d433|ca5
d54feafae40811784fd19af430b0fd8e737bc509|ca5
dffb09aa74ca3ba07b291a80834117c0be0685f1|ca5
037a12573fc83f44035698248aad5e8b154f821e|ca6
eaf3a6194a93a7d74a4ab536051429813d4529c1|ca5
f8e0ee10a67aa7f2386b363ae79866301beca60a|cadc
47f93224ad450a9f11094514279a4012bcf0bab9|ca5
af2602464d3ce55975ed261edeb55416390dcef5|ca5
1c47b14bf9903660bef928ad5b4e149d0ed8a991|ca5
7085100246f7e3c5ab388d32fd88ca51b7be1ad1|ca5
b1bd304e560b02d22617c92fe011412b1022e094|ca5
8f7e34203d560b23262b5ec0f9b86f8bec61be51|ca5
9d953b921c2784929f76e4d89e16dd14699b3a7c|ca5
a248e49e9b884e415d7e952048842fcb4c96521e|ca5
edbc3a3f4c954adcd6256e54ab0a449fd4c3deee|ca5
7e6c1f5c68397d3dd1405fe0f46f4b519515ccb5|ca5
49844dc74588900658f1d7e383d4977cfe87bc16|ca5
44568f7fd759026fcd3c48490dfd1ba5e265fd09|ca5
49c0b40189fcdf2e6672563f64bce8ae2a2801b8|ca5
709ddb2a3bb5a2ec1ff2d122969564edc238e946|ca5
cc9169fd41e42ada5c0d2601a3c6dad4acde2a90|ca5
d2ddd10aba73a851190464dc5c1c9681c7ff3414|ca5
07e4779fd533594766fdecf8288cfbb1651e9be0|ca3
6f6bbeed735bd5666aa44eb38c6b4b25f1ee1c06|ca3
2909ba91aba9050231a5ac1d05153833cccdfb61|ca5
593d48bb8685caef177558bbb622f6b61fcdb430|ca5
a49aee335060c7e7c752e17ace996ac0f6e97252|ca5
74c3029d71137a29456359ed7a23edfccae0f546|ca5
bfc4585adf8def7a112dc62ae333ffec296ff920|ca5
2a40513be905deddd601fbc00f3334c4bd274c55|ca5
a11a97f74056036694ce6781f104e080fec59e53|ca5
ae695c98bd6d596013060ada61e38ea3f79dd1e9|ca5
209a4e0cbcc728175e7de72aedd335fb52a885f2|ca3
c67f3c57e97923ec6e648b089bbc0e1597c7c029|ca5
bcb921fe0a21c40f2b725a041d982796bc647a6a|ca5
b4e5396d552c209854bfd428599fb6c556d8c740|ca7
ca53bdd91d92fc339bee55ddb5d4ef0c4e563f44|ca2
5146663cfe163618904a0c6a8b9a9867ce514d53|ca5
4f4b5d27ba7134465c1034fa5d1a5d685ebd1b14|ca5
0dd2b5182f0367a01e8dda3c8cc021c2d00ac2f4|ca5
018845ce1b8b5fd0977356411fa99f19f86e6cf0|ca5
4c0739d5226e66aaeb93794cf79c5ba8288ba1cb|ca5
77ff9b2f885601e8e00d5d9476aad532398438e3|ca5
b2c130618141fd1410765d9ca1016ca3ac0294db|ca5
bde269df368fc03f7d4196063eef46cdb833b8ea|ca5
3a0def94f70b8db5359b5a7ad644803f8b9dafc8|ca5
9ad316a4b1825231bf8f496c64f1ed7809000288|ca5
704136649fa2bdf150fb0afa2df1cf7a7990ea1a|ca5
a6f3134e6d8c81800ff6a0521b1bd1218f07b564|ca5
88fffbbabb6cf744e70b8d15d57fc6ab84f9b829|ca3
0cebbae95a7cd906ae306a2b7957f70292bc7bb7|ca5
54b27b09fb7fbeec4d5df513e078c682cf19e0ef|ca5
e0e8608f5bdb02c681096bd5e24f1bf9c4ae7c66|ca5
1ee5b0081590e1577852267b30f5031140c723a0|ca5
c5ef3f97e071609d98aafac66d9dc31f25bd3cc5|ca5
98d9cda5c3d78b23674f68c30d692a2f2a6f9ee1|ca5
b2cf796cc4df69982ce6441dc65e10dfd3286c2e|ca5
086eb9a49076313ee01336b6e6af1e9a45e0593f|ca5
1dfd9fe91e8b78164f3d03a66d61a20425f9aeb1|ca5
d00636b75cf96e85f116c3d96bfa38c119b50ab7|ca5
40c506474ed0e659cc45bf4cda6756a64565b0e6|ca5
663bb261a07f5381c02cfa3b2cc6c1308cd7d258|ca5
014d3a4cc20a12e4a4276d5c245b145328590f15|ca5
bf5dcdd58c11d2130eb48e5e228464a6e15a66a1|ca5
6837485d4f217b4b8a535325a823db05ae5bd87f|ca5
d60a150a358293951e9582af90d627e0bf8b28b0|ca5
6d98854eeb7762f09e0943ce33ec0d6aa5c1a8a3|ca5
2927a69e3d18aa329bc4a5e8a6038a46a66e24ca|ca9
c49e08857a77ba70b9f58c2c4ea0a09f3c00a21a|ca5
579437887d65f33716e5f8a911efb15bb29f35f9|ca5
acb543677b8f3156822101be5bcadd2a73bf65df|ca5
c72b7ee645b479c5c289cf656fb531de79dc857d|ca5
5a2bea2e6743b181156b3f2c4070ad6bc98c9c5a|ca5
07570e0cc3b4f46fc2d6586fb6cf4e68d4ea0aaa|ca5
ee260c74b0ae94dc37c3e9af85942904eba2fe88|ca5
0612eb94ab2bce76b296905ef9f7532824a454fc|ca5
eaf62af4334a6755ea45c6446825e6097e4b9f40|ca5
03369d57e5f3180e888a9cf323ca5d55905ed4ea|ca5
67f6ddc2eb9cded76e3b3ac5ec538ac7e4b4927a|ca5
4bb2d447ef52b2495a287964f108fc95336102cb|ca5
648becc56b4429157d3486f3cbf55c0a562dd5e1|ca5
0016313a730e21fc61ae757f30d6287a5fd229a7|ca5
6b0955621e1a27480da581c36f65cf7e55b9ae1d|ca5
b9156a57d7e7a94ff2da8a1e572f33a9f7ddfaa5|ca5
e482ac145851933016d4848cbb92404279c523de|ca5
4ad8cc30f18eb7af8317f8f7f7cfa4ac6ed5f023|ca5
30893f97bc0c7e47b1ce6d16efaf7ef894e626f0|ca5
78bb122e4bc7c31d70a7e8317a91f97fe75f1c27|ca5
81641f381f4ce1d9b99697db7e519dfd3ce9c771|ca5
ee487e5d352038a1edac8fc509205c7f768b7bfb|ca5
00c03cd2e4e67c306cac0a959cb772a919c93b0b|ca5
b72fe7f57601c5aca0a6e868d13488e045c11071|ca5
93624fd25fc6873eb17f93cbe3a518fc72b6af41|ca5
11b2fe6f270a9062364aacea6636e1690f1e269e|ca5
2ca1344e799d009a13248cf889efddb7c3060f9e|ca5
b66c0a3fe63115ae362da3b2df2bf11dfb1d1c92|ca5
35287e3d376f773f96aaa86681745ca31abf6ba8|ca5
5a48e19126c9d0e63199010313926b85a1083b98|ca5
7ebae52582deb1d465f4d81a686226e81b682fe4|ca3
8fb659eb77b44d2d16c8a1a4cb6bfe76bffe90d4|ca5
fde7dda37f9be6cc92863c1cdc9f8cb49ccb6485|ca5
634f25dc8e07745b8d3c90d9552bc7e1485958dd|ca5
fd689d120ba85ab8973a615e6a229e847c06e26b|ca5
91a1cafbaae7d93ab63d549643af59daa1c7d543|ca5
5ea375d2805de84f6d064b12520893a2cb33f05c|ca5
4b0129b223e974e1247ac455d011047752b69259|ca5
1cb91ee48447f2911cd786146b711f05c96f0d12|ca6
84e1d16f8621cd5979ba579eec81586862a2ab25|ca5
855d2bdb2d73da27688455c3f2b5d124826cf3c1|ca5
b2ca708688e355e877292b2e9f0c1da23cc2f559|ca5
d8cd51411885cc71096c8de8cc61f779fa0fdf7e|ca5
12013ba8d6bbacab0c43fe3863e986b63afc383c|ca5
869e47fc886edde6ba4d0e495a93b9c3d32f8cf1|ca5
e4317cad535f7752640e39eb608445927de36ad7|ca5
878b888340cdf23af8ab14237bae1d190e355286|ca5
f22cb34647497b411e9d97a0be21d2c50c508ab9|ca5
38deda638e6de8a40396aa4ea87997cd7bcef25e|ca5
f0e801f08cbade7f0f3543e6c1477aa3fdac2682|ca5
7441519726011d3022fca55a58638f056f2c847c|ca5
cd24ae7eb246467201bcd433d8dac10fc51a159f|ca5
87a17fe4802a8adf70b824b84168b53ae8a22d0c|ca5
b33fb5ef3ba56ca0e89e1c81692e08c7642bb5f7|ca2
1e20b60c7db18458266a61e8accec27cccad3a8b|ca5
3a6642dea3fe1c0c9bcdb343294f008db43fe091|ca5
47e03d3e18d3f28f87e4479d99e3d13225ae655c|ca5
08b3141a8e87b2584ca67cfe41d889e2fb31f612|ca5
e112be13783c6535e61ed7b5dbf6d0569e01ae18|ca5
27e58d4299f4d260c54b65d1a197eaf226fccdad|ca5
54a88b2c3b49c041943c286a868a2e8b3d2d788b|ca5
c638667a15d4b664ba09c4dc0dab6042cee491c9|ca5
611ba901e984f0b4110231dbf2dc04940ed8f069|ca5
676fcc69866c1ede4489a9815cb53f857abf4eda|ca5
2a6b369779a9ffbf3203c7513080bd2e446c861c|ca5
05aa39dd8ea3cf97f915b53919f6ff9258c492e7|ca5
5110eb6d2e0cfe9747437f135f2042b09cbb8889|ca5
00e4ecedfe4421a75c6052e2db6cc21827667e22|ca5
ac82f4ddc9e8c693daa0ef7b7883ff7c7609eb0a|ca5
ed131a5ea9a75a2f745610323c4a13a1b6a8baca|ca5
1a18863603527716c43216c189c2af26d37406de|ca5
145cda61454b6eaf1546eecdb8a5aeb82d1d764c|ca5
18b2088b10154ea98f38b549095ba53001b33735|ca5
aed67d84bdd396e64a1066aa9782772e79141999|ca5
33c9059d69e0a6bf83349e2c1a4311a176814694|ca5
23e5847dc13fc0250acb71bc3d595f74d4321d8c|ca5
27c1efff9a3fad458f14e41707f8598324e9a50f|ca5
7006e71de91540ea23c8630ddb7ecc873710cdfb|ca5
63b1f85f25f8e6d633e3eb4790c47c31b7be62d8|ca5
9d852c5e5b073e19613a972ae48cf0511b175a61|ca5
7b44c497f9d677d896248a6d0dcfc12d1ef6e91c|ca5
5ae1e3045d04a4b80ad539004a8e85759bda264c|ca2
51d3e37f4991765aec27da5ff1101c3e5f5d7a13|ca5
d48c80a916633b5234259d61ae8876aa097e9430|ca5
efff659c8b485d0be548cc1cb3534e695d3ab5de|ca5
fe70a443429da956263adf4b4a929b8abfaa98b3|ca5
82f1153c2155939a946b8d996f2095c3ef8803bb|ca5
94ab52750c56d226cefc0b662d9162bd98e531bd|ca5
ff0aff7d1909ca8e644e11de07582b45718bf82e|ca5
e0922787347d74e59faf351a892eb0f1dc8041b6|ca5
be27c9322c6c05b3a514574f378a6d1cd05b368c|ca5
aa430c34b17ad2f9f9afeea1a2941abafc62cc5d|ca5
1492df32fa29e7774a225e7cc801f32454076f96|ca8
4608774d7fc96cc6a78babb7ec692f4b9e1d97fd|ca5
94330692139543c3cdc5468ad223d1efcd994fed|ca5
d3ef0dd644d87dc06bd11c150f272b40ced1bfa1|ca5
a3b94ea3ffeead55ff3ad8500afcc880db978b3f|ca5
d69c48f1af555c535bd3594d9f42c35c010c0afd|ca5
426afd6d78665c6e5270fe086ca2cb5a9840fb00|ca5
1c3b57ed1eb73bb3b1bf6f855e4a652b49e8c61f|ca5
0b76557f2aeba07d3aac24cd6e689b9b942614a1|ca5
16f1e4ff54d23b2953211260c5616b041f890865|ca5
5e460b10280918da895f9c5c62353265850cb89e|ca5
a1da8483790a1d3c486d6458c224a4b115fe8967|ca5
c5bd2913b6a97c204eb852e97862f2bc021fa166|ca5
4c05468a37497f068c197e6ef2cbd1d6898fcb8f|ca5
08ca62d14a69938987b0e0b6b65aae96ffe0fa3b|ca5
670d622762d2ff87ce19506ac3d998849c42f35e|ca5
54cde3371043f3671738fb13db60b1eff535dea0|ca5
43e0923a7cc6441a7d51dc9b8deed2e261856a57|ca5
39167e44446864b22cbf2a984483e6f84f03a689|ca5
159637798443929b381254a460df59860a097dee|ca5
90b67f0f6a6032c1e7dab307d6afe5ffa091620c|ca5
61f0979d4ca138fadd1b269bb7fa1ac2f37e2f6b|ca5
5cf0221d0d60de46d44d3d603caf0cf6929f50b1|ca5
84dff84d5c2a5af56d44a4c10cba092565231a97|ca5
22eb5e3a3449559acf77e4fa43aafd4ba051c7e0|ca5
0a3b3cccda318746c05e29f873abde8d2b92efbb|ca5
52bcdc05660d5faae3b5601976a2215b9b0da29d|ca5
c7a05d10095a6a53cf759115c68fcfca1342f744|ca5
05310b7d777bbb9d359c21ac76488661f3484681|ca5
5f313525823b0ec428b589c4b9395dad8d5c899d|ca5
a61f6e122724643e8188a384af9c859e5dcfc3d0|ca5
3643b204e29eeb04f971df7b9126616ec5c2499a|ca5
e1768ea7aec3e0376c81b206a8cac59f8e8835ae|ca5
523da29355d5d18d3d4b0c48c18cff64a03c294a|ca5
bbf01cc0a940592ec585d1d0a4d0c8bf92dbb413|ca5
c4df10069c9a59558759bf6cbfd6de9aee713319|ca5
879a86eadfa420e08a5791d47b98cfa140d2cadc|ca5
7d0592374059519d4e3167d9ddda9465c864ef86|ca5
16b9e6becfdbbe312370a5b58ea796ef555f7f9b|ca5
cc06739a826be12468a6a0d4edc97e405bbc0977|ca5
88d976e34fbd98dbe6b10a5c1a62f2b409af18e9|ca5
18271f4b37613764d5e4c722d251d4ea7886d227|ca5
6e7b2a6019cf2e92bb3e831c6b4a2fa1318d691d|ca5
f52d1a4963a519fbe574282c922f08aa6638cd96|ca5
48d413b00da90afa4a67afdcbd888be7b1fc0b4e|ca5
904cb1693008908a6ebc59c1b73f197d8ba0849a|ca5
10f4b20f8ba5e32b9a82936da1fce0e57fd41b38|ca5
8973e04303902c8c949e2d4a5c5887f6af83d6cb|ca5
cbfaa7dec968701a41d7da10399c73b80f0dff05|ca5
042466b0dd432161a5e08b3238fceb3a51a4bc82|ca5
c140226ac1ad8de86bcdbb0fb663a2d4ed54426e|ca5
0ab2ecd62c4df7a723282f425d7fec010ba9be46|ca5
0cfe755c7018cfccd2a63f226c72f047b4cf3c6f|ca5
cc15adb90c164974f6a1b55a0918c30bed83520b|ca5
7a6c8480abd13f369d45b0d408a33cd30e73ec57|ca5
cb31d18d7443c6ce2b8e530d6d28589e8ae3d356|ca5
46f5b8452a60910c915415277666fe086c755ca2|ca5
6de9011073d3113ed0aa7b58a426cdbc0d4619c7|ca5
4aaf8f90b37c4e2f4bbc38bfc71ad7b47c56b455|ca5
74a9713ddaf159f026355661b279d938e014e71d|ca5
5e6b24455401f5791a98e7f81f41d40689ae9acf|ca3
463fd63de875c6acfd190a0c6682ccb9b7abedfb|ca5
6dff2036683c0a6d1bdaf096519276acdef06e14|ca5
1cc986629f1701e964c7fd14bfbebc637ee01673|ca5
f07d986a90ecec445199607ef2941c5a8736f744|ca5
1e1dfcf467e064ad518c2e794fb4120f29aadbe3|ca5
90a3dea2530386e0a7e3d00c21ea36d978ec6d5c|ca5
cf222d747bdf85a92fe5bbcdd481207cd733e185|ca5
da64d08fc620b094d177398ef3f650f57ac21398|ca5
13890466133d52a0516969569024cc6c5321a0e3|ca5
401588feb7d0c32a573bb5ecf48e3a505332f783|ca5
6cbf75283224ea93a0659eaa0d75792898c7c30d|ca5
3d4989533a4da4ff1225a3436bf2e504fef6bea0|ca3
f5c197a6e5f3a27d07df33ca8558c6e1bee76058|ca5
3095420b2f74ba594ac976f6d17332acbd1bb64c|ca5
ea5ace1e43a9273d9e18d40dd3b88162397b0ccf|ca5
664b9d85080fb3398a170b965e2266ec5c60e066|ca5
b8217df590060ed78369742ec6daf8b1f981d86e|ca5
02b333fccd01661b30f328300351ad37fe10069c|ca10
50bf3fe027b9adb777272c941da909aeb855d4dc|ca2
d05be5348a2c6f32f9b21cc6078927c65bc78d16|ca8
ccd9b5b125cc45c15351c12e1bdaeee52ea96c0b|ca5
cc4df7f393d5c2474e66406f4adebcb8ec997306|ca5
8e58ef9486a250cde28f5c242bfd831114904902|ca8
41313d65708c3bc86886bf0a5ca9eed0af1c961a|ca5
42a7968b312cf68bf16322c88fb0156a02fb60f2|ca5
502a0c412762c91c789a896c1205aea866c76730|ca5
a7206e5aa2a6bedfe19a8639f2f2e6aceb2e5cec|ca5
e7032e1ee138301a9250843148d7dab56fd98438|ca5
f045ea0832bd101d90f56b4f0e7b786dfd67333f|ca5
93cfd41033fef77d1fa4d137f6542ab0dbb6dde4|ca5
bdc92b1b4e31fffcd6eb9945ddd2cbc2bd2e64ff|ca5
0f19c97cad744aacfeb9b0a261e3c42e844d69e1|ca5
8903678ed7c7010cf33227e22cf5a16f1d04bd3e|ca5
d72d92eb9352f85b9438eb8a11f6873d52db923e|ca5
80608805186912cfdae6547230a5aad72ba02bb7|ca5
682fde948d3598d29f3db1e244439f8165776c2b|ca5
8952694f3b6a33c12545befd8ad7a6c9cb2c8a0c|ca5
60a0c0196b197ad45e9cdf3278d4a1221ccb0753|ca5
2b76890b50a34b03c8d6192ed256ea6cb53aabd1|ca5
345fb28de7283e3ce419ff978b9ac71fbe82697f|ca5
0703926765195cf700ae52a62566fcdd27563900|ca5
ed7854cef42843f4c5d855f57d546d55b338837a|ca5
2d19ce3852d6e1b45d28b37b0eaa43a533fc40f7|ca5
d6a729f21296fa38c3c02ed251b79f6f29d1adc6|ca5
e02b14a1d85d411ce7a7fee2246ad09d31519e27|ca5
a15050f2fded351ce269a5e5980006e6b2d04b90|ca5
8b6f4891af854485a699e34afb75ce375511e550|ca5
46ee258d47504cb68dbeb7608064c358507d6cee|ca5
242be418c6b2d45f9353785bb08af443a63ee203|ca5
4be8907b15a92e3a2127090b3be2c0de3f96622d|ca5
da3389c061b5789ac45b6356ea83156ce30223db|ca5
fcf014b8428e2da20305abf27d00bbec9263e391|ca5
d9a9fbda6a38d8e776e03f0cd75e0c40c725ea5c|ca5
76bdc1e1ad53a04ac51b012ce8e5872a04740989|ca5
a721dc22f43961b73f8a1a4b5f6f3dbab923555e|ca5
5986287a27d599e6807d4dd66240bd9d8ac80472|ca5
f68eca2a747a8c5c66b0b55576b8f981b23c3874|ca5
3a8f2c7acfd20888af2ca7e6d47442276393e956|ca5
3d0889ffc58d07080b08fc806f0ca27d7c590cb8|ca5
388b90f53be6e0f3460047175c5c0a4a18052e86|ca5
07b9f73e8dbc732fded27eac91a31315f26c4ae8|ca5
38c6ed79f52c72357effd60a8fc950b7ea1e35b9|ca5
24cf8f98807085c3a7f2216323df2248a092ebe2|ca5
c7df4e524918fcfda3bce777bfd7783510f5612e|ca5
15ebc85b4a4d02c31fb4be9a77f706fcd939dce1|ca5
d9cefa01f20230ffca8acff5355209a5f0e0d3a4|ca5
fd62da45e83001756046503704985d5220c2ce9e|ca5
364417d2209f8097c1923390d6e1b3468a68041d|ca5
40c7f5a6fd3f0016a519d44fc7a15ebb166dcfa6|ca5
a087ef9eb969bdbde5418c5193302b9374582d86|ca5
222b02babc5a337bf50a53860989f86c421b35f3|ca5
27282e0e8a18076ec6525168476ab890ce936596|ca5
0b82f90c889d1f5131e5f8dd8f04017ff4106c45|ca5
7552eca023b99fa94d627cd4bc16d8a96f1594d7|ca5
0c1634fbd5e08cf2cdb21b433c5b668110b15c65|ca5
60bd17575c167b9c593bc480f30dd95913bd74fa|ca5
1f0d31a13ec158420c817629325e737bded75697|ca5
46e40c638a88a16ef303db67066a0ee943b9da39|ca5
c707e9198c5f28d497733007c7b753b1ec77a441|ca5
8c4681c4efd64d94c04e06a6b28fc1a6ae229ba6|ca5
87676faafcb8179d75e123a9755b733b6d9bc624|ca5
302be75674d7d9f30564f4e65d4cd2593e9a8a2a|ca5
84a76590c086c194dbbae6743421b6a833925ca7|ca9
e2263bb66b8aff60442181d2f8de1227565713ca|ca5
45087e48c5acd55eb99038ff47cf8c70eb7eb6c5|ca5
2fcb8ddd880de0b3291f4355af1fbb99968a33e8|ca5
5a6927f035d95ba770c3b9469dc71626a8125b01|ca5
74c37b58fb0c98ca30aacc41f46a03380f35acda|ca5
6e8f977bda50ded71a075f9ad571991b3a98c380|ca5
276c46c819e583c677254d3453daefcee2a11a01|ca5
45adb45e8421dbde1fdd979b16fadc5d9eb447eb|ca5
e426b12e3b62b655c209bd1bbef26c303045ee70|ca5
75f4c31180c814e8d84ec49a5602605abf0f3876|ca5
f295e04f61cb6416a4241c27f1b6a33475ada116|ca5
c27be900e46b9c27c837cee9e4bf672ec68b95f9|ca5
6c2e06fd0edb6e56fc4035f62b4cac71c1f59ab7|ca5
36b95b2834c8d1055cbb24416645ddf3cb76c94f|ca5
8b249fba47217ba39807dd61bcb9eac51110efed|ca5
75acb888f90829a86e6efe4dbf7d2d02652ca5ff|ca5
d0a161dccc512d1f1af1a5bfec4f4b6ad4d8cbe6|ca5
02db0e68236fd1facdb469b43c00c1cb47decb76|ca5
0a0d95f545850e4b214b618fcaa6eced1bf98587|ca5
1a74d0416994762446c09ede004212f68d292dca|ca5
ae16e55c370742454328be1137ea22ccf7e359b7|ca5
9ddacbb2b571708dc9dcdf23e67c7e5ff832bb67|ca5
3724fb3fbb4f9ee265cd828e80250b1ae68ebc58|ca5
0a5cd8e7c1b0bd5eb360c355fe027ea36ad9c9e4|ca5
db23710a58ad8beb8bf4cd983a026b065ba0eda0|ca5
458750663fc85767fe8475e1731ea5265836f741|ca5
bf240705dea67806ea8bdfc74c02a5efab562f06|ca5
caa48e496107d5be9d41d5e12ad68dfaad3dd6e3|ca5
28e585059472437cf9ad62a2d47c268d70bb9520|ca5
e505901544e5df69be764f172fb8ba1f32dafcae|ca5
b8b1ffc99529a21ad4bb45058e4c81226151579f|ca5
9f0decaf92ea17181f07f7594b8bece296f1a6ff|ca5
39bad9d78bb0b9bf52aff0de0302eba883b66893|ca5
8fe1addb32ced80720a109759fc7bff52dc82c3e|ca5
b85468b9a02c737536cf6c0b3c1e7c1a8727cd1d|ca5
89f953880ac4ab9fd0b29c6fc0d04001d849a66a|ca5
3c021e4ec758895a7dd6c128e504fc7fe1eba799|ca5
7688d070f3cc88c778cdfb0fde41a871bf524010|ca5
4f5959ee88806cf2f8a1aabf19e9df0ed5434d9f|ca5
db1da44a6aa00d3d05734cdf9f94bb5ab9566874|ca3
a8b6eed30a53298ae4f2786c0c4a2718d02d31f3|ca5
85896f186332f8f8d0e1ddf20d80b911c6b061b2|ca5
2f68de34e20eb2b89d0829f6bec3e94c809cfeba|ca5
1072ba5432ea6db99cdc013725a6620d3749c6a9|ca5
ca115b1fa85ff049d83ed8303a5305e7e1943334|ca5
2377c1c48e3e7e7282942fd6172c081ef93ed97a|ca5
48bcb2faa0c5dd522ca5e19b5df914a57e260641|ca5
354f986ae808af238b8fab9fad7e4299e4260066|ca5
489c8bb4a43b03261c538108c064c782e0301c27|ca5
7ec8f01452f7e3aa25f7a1f8f498976accac86ee|ca5
fc5273bf848100516031b559c25af9bf7a855068|ca5
f1463ec3f878389ed5ecf6b408ea97b39c60c5b8|ca5
eb0075f38d834c249c91fd923dcdfd5cd43acd7f|ca5
7e01cf14d8ff930d529fc7d97e624a780e57839c|ca5
4e8b12bb38a7162ebb5e7650e84f10a3f7e1b351|ca5
be0b2f63354bee08e00367546536e02e7d61e4a2|ca5
a1de9bab7cd96da49ff954a4fa4e0a62c619d66f|ca5
5adb148184023d43468dbe5e4ac678b9c3314426|ca5
b83512e006c135c5f37724e73e55bc6408019909|ca5
a375e2bc6b816da2ff444c9771d3bfe2e7758662|ca5
a3bc2c19150cd2b28fd1dcf075d125dd3b4eee3f|ca9
